"name","online_order","book_table","rate","votes","location","rest_type","dish_liked","cuisines","approx_cost.for.two.people.","listed_in.type.","listed_in.city."
"Mainland China","Yes","Yes",4.3,885,"Jayanagar","Casual Dining","Tai Pai Chicken","Chinese, Momos","1,700","Dine-out","JP Nagar"
"Karma Kaapi","Yes","No",4.4,181,"Jayanagar","Beverage Shop","Pasta","Beverages, Tea","250","Dine-out","JP Nagar"
"Patio 805","Yes","Yes",4.1,367,"Jayanagar","Casual Dining","Noodles","Thai, Vietnamese, Asian, Chinese","1,200","Dine-out","JP Nagar"
"Narmadha's Hyderabad Biriyani","No","No",3.9,205,"BTM","Casual Dining","Hyderabadi Biryani","Biryani, North Indian, Andhra","550","Dine-out","JP Nagar"
"La Casa","No","Yes",3.7,570,"Jayanagar","Casual Dining","Beer","Continental, Italian, Chinese, North Indian","800","Dine-out","JP Nagar"
"SlimSins Cafe","No","No",4.1,710,"Jayanagar","Cafe","Hummus Platter","Cafe, Healthy Food","850","Dine-out","JP Nagar"
"Desi Rasoi","Yes","Yes",3.8,362,"Jayanagar","Casual Dining","Hara Bhara Kebab","Biryani, North Indian, Chinese, Rajasthani","600","Dine-out","JP Nagar"
"Bathinda Junction","Yes","No",3.8,367,"BTM","Casual Dining","Lassi","North Indian","600","Dine-out","JP Nagar"
"The Krishna Grand Xpress","Yes","No",4,137,"Jayanagar","Quick Bites","Vada","South Indian, Fast Food","350","Dine-out","JP Nagar"
"New Kabab Plaza","Yes","No",3.7,136,"BTM","Casual Dining","Shawarma Roll","North Indian, Chinese","500","Dine-out","JP Nagar"
"Ruh's Cafe","Yes","No",4.1,464,"BTM","Cafe","Coffee","Cafe, American, Italian, Continental, Chinese","500","Dine-out","JP Nagar"
"Ivy","Yes","No",3.8,210,"Kumaraswamy Layout","Casual Dining","Butter Chicken","North Indian, Chinese, Fast Food","600","Dine-out","JP Nagar"
"Euki","Yes","Yes",4.1,553,"Jayanagar","Casual Dining","Pasta","Italian, Mexican","900","Dine-out","JP Nagar"
"Hiyar Majhe Kolkata","Yes","No",3.9,247,"BTM","Quick Bites","Radhaballavi","Bengali, North Indian","400","Dine-out","JP Nagar"
"Kabab Magic","Yes","No",4,958,"Jayanagar","Quick Bites","Chicken Grill","North Indian, Kebab, Fast Food","500","Dine-out","JP Nagar"
"Sri Udupi Food Hub","Yes","Yes",4.1,176,"Jayanagar","Casual Dining","Filter Coffee","South Indian, North Indian, Chinese, Beverages","500","Dine-out","JP Nagar"
"The Airos","Yes","No",4.1,130,"Jayanagar","Cafe","Pizza","Cafe, Italian, Pizza","650","Dine-out","JP Nagar"
"Curry Leaves","Yes","No",3.8,232,"Jayanagar","Casual Dining","Andhra Meal","Andhra, North Indian, Chinese","600","Dine-out","JP Nagar"
"Birinz","Yes","No",4.1,295,"BTM","Casual Dining","Chicken Boneless Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab","700","Dine-out","JP Nagar"
"Swad Restaurant","Yes","No",3.7,115,"BTM","Casual Dining","Thali","Chinese, North Indian","550","Dine-out","JP Nagar"
"Rajanna Military Hotel","Yes","No",4.1,166,"Jayanagar","Quick Bites","Biryani","Biryani, Fast Food","400","Dine-out","JP Nagar"
"The Lounge - Eden Park Restaurants","No","Yes",3.8,151,"Jayanagar","Lounge","Mutton Biryani","North Indian, Afghan","1,350","Dine-out","JP Nagar"
"The Yellow Chilli","Yes","Yes",3.8,584,"Jayanagar","Casual Dining","Spring Roll","North Indian, Mughlai, Biryani","1,200","Dine-out","JP Nagar"
"Recipe","Yes","No",4,808,"Kumaraswamy Layout","Casual Dining","Butter Chicken","North Indian, Chinese, Biryani","500","Dine-out","JP Nagar"
"Litti Twist","Yes","No",4.2,465,"BTM","Quick Bites","Litti","North Indian, Bihari","300","Dine-out","JP Nagar"
"The Shawarma Shop","Yes","No",4.1,381,"BTM","Quick Bites","Rumali Roti","Arabian","250","Dine-out","JP Nagar"
"Navami","Yes","No",3.5,80,"Jayanagar","Casual Dining","Biryani","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani","750","Dine-out","JP Nagar"
"Cross Road Cafe","Yes","No",3.9,91,"Jayanagar","Cafe","Momos","Cafe, Fast Food, Chinese","300","Dine-out","JP Nagar"
"Tummy Fuel","Yes","No",4.2,450,"Jayanagar","Cafe","Sandwiches","Cafe, Beverages, Fast Food","400","Dine-out","JP Nagar"
"Willys Top Cafe","Yes","No",4,310,"Jayanagar","Cafe","Coffee Shake","Cafe, Continental, Asian","750","Dine-out","JP Nagar"
"LIT Gastro Pub","Yes","Yes",3.7,205,"Jayanagar","Pub","Mocktails","Chinese, Continental, Burger, Pizza","1,000","Dine-out","JP Nagar"
"Mysuru Coffee Thindi","Yes","No",4.1,303,"Jayanagar","Quick Bites","Coffee","South Indian, Coffee","200","Dine-out","JP Nagar"
"Brahmin Tiffins & Coffee","No","No",4.2,424,"Jayanagar","Quick Bites","Idli","South Indian","100","Dine-out","JP Nagar"
"Srikrishna Bhavan","Yes","No",3.8,42,"Banashankari","Quick Bites","Roti","South Indian, North Indian, Chinese","300","Dine-out","JP Nagar"
"La Grande Cafe","No","No",3.8,46,"Jayanagar","Cafe","Coffee","Cafe","400","Dine-out","JP Nagar"
"Biriyani Mane","Yes","No",3.7,158,"Jayanagar","Casual Dining","Roti","Biryani, Chinese, North Indian","700","Dine-out","JP Nagar"
"Wat-a-Burger!","Yes","No",4,108,"Jayanagar","Quick Bites","Burgers","Burger, Sandwich, Beverages","500","Dine-out","JP Nagar"
"Hari Super Sandwich","No","No",4.1,163,"Jayanagar","Quick Bites","Chocolate Sandwich","Fast Food, Street Food","200","Dine-out","JP Nagar"
"Rajvardhan Foods","Yes","No",3.9,315,"Jayanagar","Quick Bites","Vada Pav","Street Food, Maharashtrian","300","Dine-out","JP Nagar"
"Kalpavriksha Upahara","Yes","No",3.9,126,"Jayanagar","Quick Bites","Coffee","South Indian, North Indian, Chinese","400","Dine-out","JP Nagar"
"Shri Ram Sweet Centre","No","No",4,160,"BTM","Quick Bites, Sweet Shop","Samosa","Street Food, Mithai","150","Dine-out","JP Nagar"
"Pure & Natural","Yes","No",3.9,212,"Jayanagar","Casual Dining","Salads","Healthy Food, Beverages, Fast Food","500","Dine-out","JP Nagar"
"Apna Punjab","Yes","No",3.7,476,"BTM","Quick Bites","Thali","North Indian, Chinese, Fast Food","450","Dine-out","JP Nagar"
"The Trundle","Yes","No",3.7,133,"Jayanagar","Casual Dining","Salad","Chinese, Thai, Continental, North Indian","700","Dine-out","JP Nagar"
"Roti Wala","Yes","No",4,199,"BTM","Quick Bites","Gulab Jamun","North Indian","300","Dine-out","JP Nagar"
"Nanna Munna Paratha House","Yes","No",4,109,"BTM","Quick Bites","Paratha","North Indian","300","Dine-out","JP Nagar"
"Zam Zam Darbar","No","No",2.9,84,"BTM","Casual Dining","Shawarma","North Indian, Biryani, Chinese","500","Dine-out","JP Nagar"
"Bawarchi Inn","Yes","No",3.1,140,"BTM","Casual Dining","Dum Biryani","North Indian, Biryani, Andhra, Chinese","600","Dine-out","JP Nagar"
"MDP Coffee House","No","No",3.8,37,"Jayanagar","Quick Bites","Tea","South Indian","200","Dine-out","JP Nagar"
"Magix's Parattha Roll","Yes","No",3.8,184,"BTM","Quick Bites","Rolls","Fast Food, North Indian, Chinese, Mughlai, Rolls","400","Dine-out","JP Nagar"
"Late Night","Yes","No",3.7,288,"Kumaraswamy Layout","Quick Bites","Panneer Butter Masala","North Indian, Chinese","500","Dine-out","JP Nagar"
"Dilish Kitchens","No","No",3.7,30,"BTM","Casual Dining","Biryani","North Indian, Chinese","500","Dine-out","JP Nagar"
"36th Cross Coffee Mane","No","No",3.7,29,"BTM","Casual Dining","Biryani","North Indian, Chinese","500","Dine-out","JP Nagar"
"Kataria's Pakwan","Yes","No",3.3,97,"Kumaraswamy Layout","Quick Bites","Paratha","North Indian","400","Dine-out","JP Nagar"
"Shagun Sweets & Foods","Yes","No",3.5,221,"BTM","Sweet Shop, Quick Bites","Chaat","Mithai, North Indian, Street Food, Chinese","400","Dine-out","JP Nagar"
"Vindu Andhra Ruchulu","Yes","No",3.8,282,"Jayanagar","Casual Dining","Raita","Biryani, North Indian, Andhra","800","Dine-out","JP Nagar"
"The Bong Palate","Yes","No",3.8,61,"BTM","Quick Bites","Mutton Kosha","Bengali, North Indian, Chinese","300","Dine-out","JP Nagar"
"Khan Saheb Grills and Rolls","Yes","No",3.9,135,"Jayanagar","Quick Bites","Rolls","Fast Food, Rolls","350","Dine-out","JP Nagar"
"Udupi Gokul Cafe","No","No",3.8,58,"BTM","Quick Bites","Filter Coffee","South Indian","300","Dine-out","JP Nagar"
"Sri Devi Baker's","No","No",3.9,41,"BTM","Bakery, Quick Bites","Ginger Tea","Bakery, Street Food","200","Dine-out","JP Nagar"
"Dev's Gugababa","Yes","No",3.5,177,"BTM","Quick Bites","Fish","Bengali, North Indian, Chinese","500","Dine-out","JP Nagar"
"Baba Ka Dhaba","Yes","No",3.7,195,"BTM","Quick Bites","Paratha","North Indian","400","Dine-out","JP Nagar"
"Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©","No","No",3.9,144,"Kumaraswamy Layout","Cafe","Lemon Soda","Cafe, Chinese, Arabian","550","Dine-out","JP Nagar"
"Flavour of China","Yes","No",3.8,254,"BTM","Casual Dining","Spring Roll","Chinese","550","Dine-out","JP Nagar"
"Brewz Coffee","Yes","No",3,61,"BTM","Cafe","Coffee","Cafe","650","Dine-out","JP Nagar"
"On The Nose","Yes","No",3.8,614,"BTM","Cafe","Pasta","Cafe, Italian, Mexican, Chinese","600","Dine-out","JP Nagar"
"Mug N Bean","Yes","No",3.9,247,"Jayanagar","Cafe","Maggi","Cafe, Continental, Italian, Burger","400","Dine-out","JP Nagar"
"Dwaraka Grand","Yes","No",3.9,128,"Kumaraswamy Layout","Casual Dining","Masala Dosa","South Indian, Chinese, Street Food, Juices","500","Dine-out","JP Nagar"
"Chokha Chowka","Yes","No",3.9,358,"BTM","Quick Bites","Chaat","North Indian, Chinese","400","Dine-out","JP Nagar"
"Tandoor Garden","Yes","No",3.6,71,"BTM","Quick Bites","Tandoori Chicken","North Indian, Chinese, Kebab","350","Dine-out","JP Nagar"
"Chai Point","Yes","No",4,113,"BTM","Beverage Shop, Quick Bites","Chai","Tea, Beverages, Fast Food","250","Dine-out","JP Nagar"
"100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C","No","No",3.7,41,"BTM","Casual Dining","Chicken Biryani","Biryani, North Indian","450","Dine-out","JP Nagar"
"Siddique Kabab Centre","Yes","No",3.1,68,"Jayanagar","Quick Bites","Chicken Grill","Mughlai, Kebab, Chinese","550","Dine-out","JP Nagar"
"Udupi Thaja Thindi","Yes","No",2.9,42,"BTM","Quick Bites","Masala Dosa","North Indian, South Indian, Chinese, Fast Food","250","Dine-out","JP Nagar"
"Mahesh Friends Food Center","Yes","No",2.9,132,"BTM","Quick Bites","Lassi","Chinese, North Indian","300","Dine-out","JP Nagar"
"Chef Master","Yes","No",3.8,75,"Jayanagar","Quick Bites","Fish Curry","Kerala, North Indian, Chinese","300","Dine-out","JP Nagar"
"Tasty Bytes","Yes","No",3.1,245,"Kumaraswamy Layout","Quick Bites","Paratha","North Indian, Chinese, Momos, Rolls","300","Dine-out","JP Nagar"
"The Sofraah Kebabs & Kurries - Eden Park Restaurants","No","Yes",3.8,176,"Jayanagar","Casual Dining","Mutton Biryani","North Indian, Afghan","1,350","Dine-out","JP Nagar"
"The Denny's","No","No",3.7,93,"Jayanagar","Casual Dining","Palak Rice","North Indian, Chinese","900","Dine-out","JP Nagar"
"Pappu Da Dhaba","Yes","No",3,57,"Jayanagar","Quick Bites","Lassi","North Indian, Fast Food, Beverages, Momos","400","Dine-out","JP Nagar"
"Upahara Darshini","Yes","No",4,166,"Jayanagar","Quick Bites","Vada","South Indian, North Indian, Chinese","400","Dine-out","JP Nagar"
"People Tree Cafe","No","No",3.7,167,"Jayanagar","Cafe","Chocolate Shake","Cafe, Fast Food, Beverages","400","Dine-out","JP Nagar"
"Mr. Singh Da Dhaba","Yes","No",3.6,241,"Kumaraswamy Layout","Quick Bites","Mughlai Paratha","North Indian, Chinese","300","Dine-out","JP Nagar"
"PHEW (Play Hard Eat Wild)","Yes","Yes",3.9,488,"BTM","Cafe","Noodles","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe","700","Dine-out","JP Nagar"
"Amontron","Yes","No",3.9,438,"BTM","Casual Dining","Katla Kalia","Bengali","650","Dine-out","JP Nagar"
"Sri Lakshmi Dhaba","Yes","No",2.9,258,"BTM","Quick Bites","Paratha","North Indian","250","Dine-out","JP Nagar"
"Once Upon a Rooftop","No","Yes",4.3,1246,"Jayanagar","Casual Dining, Bar","Pizza","Pizza, Italian, Chinese, Thai","1,000","Drinks & nightlife","JP Nagar"
"55 Wall Street","No","Yes",3.9,1779,"JP Nagar","Bar","Cocktails","Finger Food, North Indian, Chinese","1,300","Drinks & nightlife","JP Nagar"
"The Pump House","No","No",4.3,680,"JP Nagar","Microbrewery","Beer","Continental, Finger Food","1,500","Drinks & nightlife","JP Nagar"
"Hakuna Matata","No","No",4.5,2800,"JP Nagar","Casual Dining, Bar","Mocktails","North Indian, Asian, Seafood, Chinese","1,200","Drinks & nightlife","JP Nagar"
"Brewsky","Yes","Yes",4.3,4321,"JP Nagar","Microbrewery","Pork Chops","Continental, American","1,600","Drinks & nightlife","JP Nagar"
"Stories","Yes","Yes",4.2,2206,"JP Nagar","Pub, Casual Dining","Cocktails","American, Chinese, Continental, North Indian","1,200","Drinks & nightlife","JP Nagar"
"The Underpass Pub & Grub","No","Yes",4,720,"JP Nagar","Pub, Casual Dining","Pasta","Finger Food, Continental, North Indian, Chinese","1,500","Drinks & nightlife","JP Nagar"
"Crumb Together","Yes","Yes",4.1,590,"JP Nagar","Casual Dining, Bar","Stuffed Chicken","Continental, Finger Food, North Indian, Chinese","1,200","Drinks & nightlife","JP Nagar"
"Bottle Breacher","No","Yes",4.1,1195,"JP Nagar","Casual Dining, Pub","Chicken Biryani","Italian, Continental","1,200","Drinks & nightlife","JP Nagar"
"Watson's","Yes","Yes",4,1016,"JP Nagar","Pub, Bar","Beer","Finger Food, Chinese, Continental","1,300","Drinks & nightlife","JP Nagar"
"Churchill's","Yes","Yes",4.1,1405,"JP Nagar","Casual Dining, Pub","Cocktails","North Indian, Continental","1,100","Drinks & nightlife","JP Nagar"
"Casa Piccosa","Yes","Yes",4.1,847,"JP Nagar","Casual Dining, Bar","Cocktails","South American, Continental, Italian","1,100","Drinks & nightlife","JP Nagar"
"Mockaholic Restro Beer Cafe","Yes","No",3.9,914,"JP Nagar","Bar","Beer","North Indian, Chinese, Pizza, BBQ","1,000","Drinks & nightlife","JP Nagar"
"Coconut Grove","No","No",3.4,97,"JP Nagar","Casual Dining, Bar","Lime Soda","South Indian, Chettinad, Kerala, Seafood","1,100","Drinks & nightlife","JP Nagar"
"Deja Vu Resto Bar","Yes","Yes",4.4,2496,"Bannerghatta Road","Pub","Gajar Ka Halwa","North Indian, Italian","900","Drinks & nightlife","JP Nagar"
"Chavadi","Yes","Yes",4.4,2241,"Bannerghatta Road","Casual Dining, Bar","Pizza","Continental, North Indian, Pizza, Italian","1,200","Drinks & nightlife","JP Nagar"
"3B's - Buddies, Bar & Barbecues","No","Yes",4.4,1154,"BTM","Casual Dining, Bar","Paan Ice Cream","North Indian, Mediterranean, European, BBQ","1,100","Drinks & nightlife","JP Nagar"
"The Lounge - Eden Park Restaurants","No","Yes",3.8,151,"Jayanagar","Lounge","Mutton Biryani","North Indian, Afghan","1,350","Drinks & nightlife","JP Nagar"
"AB's - Absolute Barbecues","No","Yes",4.6,1502,"Kalyan Nagar","Casual Dining","Sea Food","European, Mediterranean, North Indian, BBQ","1,400","Buffet","Kalyan Nagar"
"Sigree Global Grill","No","Yes",4.4,1099,"Kalyan Nagar","Casual Dining, Bar","Pasta","North Indian, BBQ","1,400","Buffet","Kalyan Nagar"
"Barbeque Nation","No","Yes",4.2,1132,"Kalyan Nagar","Casual Dining","Mocktails","North Indian, European, Mediterranean, BBQ, Kebab","1,600","Buffet","Kalyan Nagar"
"Imperio Restaurant","Yes","Yes",4.5,1228,"Kalyan Nagar","Casual Dining","Non Veg Thali","North Indian, Mughlai, Biryani, South Indian, Beverages","800","Buffet","Kalyan Nagar"
"Zamindar","Yes","Yes",4.4,347,"Kalyan Nagar","Casual Dining","Biryani","Biryani, Chinese, Mughlai, Andhra","600","Buffet","Kalyan Nagar"
"The Coorg Food Co.","Yes","Yes",4.3,473,"Kalyan Nagar","Casual Dining","Pandi Curry","South Indian","750","Buffet","Kalyan Nagar"
"Little Italy","Yes","Yes",4.2,405,"Kalyan Nagar","Casual Dining","Pasta","Salad, Healthy Food, Italian, Juices, Mexican, Pizza","1,500","Buffet","Kalyan Nagar"
"The Chef's Kitchen","Yes","No",3.8,311,"Kalyan Nagar","Casual Dining","Pasta","Continental, North Indian, Chinese","800","Buffet","Kalyan Nagar"
"4 Seasons Restaurant","Yes","Yes",3.7,399,"Kalyan Nagar","Casual Dining","Veg Pulao","North Indian, Seafood, Middle Eastern, Chinese","1,000","Buffet","Kalyan Nagar"
"Churrascaria Brazil","No","No",4.1,111,"Kammanahalli","Casual Dining","Salads","European","1,400","Buffet","Kalyan Nagar"
"Empire Restaurant","Yes","No",4,3128,"Kammanahalli","Casual Dining","Alfam Chicken","North Indian, Mughlai, South Indian, Chinese","750","Buffet","Kalyan Nagar"
"Giselle Resto Cafe","Yes","Yes",4.1,840,"Kammanahalli","Cafe","Pancakes","Cafe, Italian, Pizza, Beverages, Desserts","800","Cafes","Kalyan Nagar"
"Truffles","No","No",4.5,1181,"Kalyan Nagar","Cafe, Casual Dining","Burgers","Cafe, American, Burger, Steak","900","Cafes","Kalyan Nagar"
"Cafe Azzure","Yes","Yes",4.2,559,"Kalyan Nagar","Cafe","Tex Mex Burger","Cafe, Continental, Italian, Burger","1,200","Cafes","Kalyan Nagar"
"The Chocolate Heaven","Yes","No",4.1,399,"Kalyan Nagar","Dessert Parlor, Cafe","Waffles","Desserts, Cafe, Italian, Beverages","700","Cafes","Kalyan Nagar"
"Cafe Pink Pajamas","Yes","Yes",4.1,577,"Kalyan Nagar","Cafe","Tex Mex Burger","Cafe, Italian","700","Cafes","Kalyan Nagar"
"The Roastery","No","No",4.3,167,"Kalyan Nagar","Cafe","Coffee","Cafe","500","Cafes","Kalyan Nagar"
"Artville Cafe","No","No",3.8,92,"Kalyan Nagar","Cafe","Sandwiches","Cafe","700","Cafes","Kalyan Nagar"
"An Egg Story","No","No",4,241,"Kalyan Nagar","Cafe","Healthy Breakfast","Cafe, Continental, American, Italian","600","Cafes","Kalyan Nagar"
"RawStraw","Yes","No",4.1,172,"Kalyan Nagar","Cafe","Ginger Tea","Continental, Thai, Arabian, Mexican","700","Cafes","Kalyan Nagar"
"Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©","Yes","No",4.1,274,"Kalyan Nagar","Cafe","Club Sandwich","Cafe, Continental, North Indian","900","Cafes","Kalyan Nagar"
"Fragrant Kitchen","No","No",3.8,110,"Kalyan Nagar","Casual Dining, Cafe","Burgers","North Indian, Chinese, Cafe, Desserts","700","Cafes","Kalyan Nagar"
"Brew Bakes Cafe","Yes","No",3.7,46,"Kalyan Nagar","Cafe","Coffee","Cafe","500","Cafes","Kalyan Nagar"
"Alter Ego D'Deli","Yes","No",3.8,140,"Kalyan Nagar","Cafe","Pizza","Cafe, Continental, Italian, Burger, Pizza, Salad, Steak","650","Cafes","Kalyan Nagar"
"Cafe Coffee Day","Yes","No",3.6,56,"Kalyan Nagar","Cafe","Coffee","Cafe","650","Cafes","Kalyan Nagar"
"Chaai Resto","Yes","No",3.9,97,"Kalyan Nagar","Cafe","Ginger Tea","Cafe, Fast Food, Beverages","350","Cafes","Kalyan Nagar"
"Onesta","Yes","Yes",4.4,2589,"Kammanahalli","Casual Dining, Cafe","Roast Chicken Pizza","Pizza, Cafe, Italian","600","Cafes","Kalyan Nagar"
"Coffee Mechanics","Yes","No",4.3,191,"HBR Layout","Cafe","Brownie","Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee","700","Cafes","Kalyan Nagar"
"Based On A True Story- Bistro","Yes","Yes",4.3,496,"Kammanahalli","Cafe, Quick Bites","Burgers","Cafe, Burger, Italian, Desserts","800","Cafes","Kalyan Nagar"
"Cafe Thulp","Yes","No",4,722,"Kammanahalli","Cafe","Burgers","Cafe, Burger, Italian, Salad","1,000","Cafes","Kalyan Nagar"
"Yomama!!","Yes","Yes",3.6,104,"Kammanahalli","Cafe","Burgers","Continental, Burger, Cafe, Steak","800","Cafes","Kalyan Nagar"
"Avista Cafe Pizzeria","Yes","Yes",4.5,506,"Hennur","Cafe","Sandwiches","Cafe, Italian","650","Cafes","Kalyan Nagar"
"Teapoy Mutiny","Yes","No",4.1,98,"Hennur","Cafe","Tea","Cafe, Continental, American, Beverages","500","Cafes","Kalyan Nagar"
"Patio - The Resto Cafe","Yes","No",3.7,73,"Banaswadi","Cafe, Quick Bites","Chicken Burger","Cafe, Continental, Chinese, Momos","500","Cafes","Kalyan Nagar"
"Mayonaise","Yes","No",3.8,44,"Banaswadi","Cafe","Chicken Fries","Cafe, Continental, Beverages","500","Cafes","Kalyan Nagar"
"Coffee@Arens","Yes","No",3.8,77,"Banaswadi","Cafe","Filter Coffee","Cafe, Fast Food","550","Cafes","Kalyan Nagar"
"eat.fit","Yes","No",4.4,287,"Nagawara","Delivery","Paratha","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts","500","Delivery","Kalyan Nagar"
"Polar Bear","Yes","No",3.8,221,"Kalyan Nagar","Dessert Parlor","Sandwiches","Ice Cream, Desserts, Beverages, Sandwich","400","Delivery","Kalyan Nagar"
"FreshMenu","Yes","No",3.6,531,"North Bangalore","Delivery","Chicken Steak","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger","450","Delivery","Kalyan Nagar"
"Cafe 99 Kerala Mess","Yes","No",3.7,52,"Kalyan Nagar","Quick Bites","Shawarma","Kerala, North Indian, Chinese","350","Delivery","Kalyan Nagar"
"Al Amanah Cafe","Yes","No",4.4,1418,"Kammanahalli","Quick Bites","Rolls","Middle Eastern, Fast Food, Rolls","300","Delivery","Kalyan Nagar"
"Punjabi Restaurant","Yes","No",3.3,238,"RT Nagar","Quick Bites","Deluxe Thali","North Indian, Chinese","400","Delivery","Kalyan Nagar"
